# FrameTime=1781596344.71, PointCount=523
9.1335,14.7870
9.1410,14.8374
9.1072,14.8129
9.0940,14.8257
9.0830,14.8430
9.0696,14.8558
9.0562,14.8686
9.0451,14.8858
9.0134,14.9023
9.0043,14.9239
8.9805,14.9167
8.9646,14.9248
8.9666,14.9686
8.9505,14.9766
8.9292,15.0150
8.9162,15.0295
8.9130,15.0644
8.8923,15.0633
8.8749,15.0690
8.8457,15.0497
8.8919,15.1908
8.8320,15.1058
8.8113,15.1044
8.7948,15.1120
8.7803,15.1241
8.7494,15.0997
8.7615,15.1710
8.7883,15.2765
8.7139,15.1538
8.7013,15.1703
8.6985,15.2096
8.7043,15.2696
8.6815,15.2631
8.6586,15.2564
8.6417,15.2636
8.6755,15.3929
8.6020,15.2638
8.5964,15.2986
8.5783,15.3032
8.5613,15.3101
8.5728,15.3889
8.5371,15.3493
8.5026,15.3628
8.4817,15.3601
8.4582,15.3504
8.4401,15.3546
8.4115,15.3307
8.3969,15.3440
8.3573,15.3426
8.3384,15.3441
8.3321,15.3810
8.3065,15.3636
8.2942,15.3838
8.2866,15.4181
